set CITIES:= KhatimaP ThanoP BanbasaP HaldwaniP	RanipokhariP SitarganjP	KichhaP	RudrapurP DoiwalaP SelakuiP RoorkeeP SrinagarP KotdwarP	HaridwarP PithoragarhP KhatimaDC RishikeshDC ChampawatDC HaldwaniDC DehradunDC SitarganjDC KichhaDC RudrapurDC BareillyDC SelakuiDC RoorkeeDC SrinagarDC KotdwarDC HaridwarDC PithoragarhDC PilibhitDC DelhiDC 
;
param DISTANCE:=
KhatimaP	KhatimaP	0
KhatimaP	ThanoP	        320
KhatimaP	BanbasaP	30
KhatimaP	HaldwaniP	80
KhatimaP	RanipokhariP	300
KhatimaP	SitarganjP	30
KhatimaP	KichhaP	        55
KhatimaP	RudrapurP	70
KhatimaP	DoiwalaP	310
KhatimaP	SelakuiP	350
KhatimaP	RoorkeeP	310
KhatimaP	SrinagarP	410
KhatimaP	KotdwarP	255
KhatimaP	HaridwarP	280
KhatimaP	PithoragarhP	200
KhatimaP	KhatimaDC	15
KhatimaP	RishikeshDC	300
KhatimaP	ChampawatDC	120
KhatimaP	HaldwaniDC	80
KhatimaP	DehradunDC	330
KhatimaP	SitarganjDC	30
KhatimaP	KichhaDC	55
KhatimaP	RudrapurDC	70
KhatimaP	BareillyDC	127
KhatimaP	SelakuiDC	350
KhatimaP	RoorkeeDC	310
KhatimaP	SrinagarDC	410
KhatimaP	KotdwarDC 	255
KhatimaP	HaridwarDC	280
KhatimaP	PithoragarhDC	200
KhatimaP	PilibhitDC	54
KhatimaP	DelhiDC	        330
ThanoP	        KhatimaP	320
ThanoP	        ThanoP	        10000
ThanoP	        BanbasaP	330
ThanoP	        HaldwaniP	265
ThanoP	        RanipokhariP	10
ThanoP	        SitarganjP	290
ThanoP	        KichhaP	        260
ThanoP	        RudrapurP	250
ThanoP	        DoiwalaP	15
ThanoP	        SelakuiP	50
ThanoP	        RoorkeeP	75
ThanoP	        SrinagarP	150
ThanoP	        KotdwarP	110
ThanoP	        HaridwarP	50
ThanoP	        PithoragarhP	490
ThanoP	        KhatimaDC	315
ThanoP	        RishikeshDC	30
ThanoP	        ChampawatDC	410
ThanoP	        HaldwaniDC	265
ThanoP	        DehradunDC	30
ThanoP	        SitarganjDC     290
ThanoP	        KichhaDC	260
ThanoP	        RudrapurDC	250
ThanoP	        BareillyDC	310
ThanoP	        SelakuiDC	50
ThanoP	        RoorkeeDC	75
ThanoP	        SrinagarDC	150
ThanoP	        KotdwarDC 	110
ThanoP	        HaridwarDC	50
ThanoP	        PithoragarhDC	490
ThanoP	        PilibhitDC	330
ThanoP	        DelhiDC	        285
BanbasaP	KhatimaP	30
BanbasaP	ThanoP	        330
BanbasaP	BanbasaP	10000
BanbasaP	HaldwaniP	100
BanbasaP	RanipokhariP	330
BanbasaP	SitarganjP	45
BanbasaP	KichhaP	        70
