set I:=	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	;

set J:=	DC1	DC2	DC3	DC4	DC5	DC6	DC7	DC8	DC9	DC10	DC11	DC12	DC13	DC14	DC15	DC16	DC17	DC18	DC19	DC20	DC21	DC22	DC23	DC24	DC25	DC26	DC27	DC28	DC29	DC30	DC31	DC32	DC33	DC34	DC35	DC36	DC37	DC38	DC39	DC40	DC41	DC42	DC43	DC44	DC45	DC46	DC47	DC48	DC49	DC50	DC51	DC52	DC53	DC54	DC55	DC56	DC57	DC58	DC59	DC60	DC61	DC62	DC63	DC64	DC65	DC66	DC67	DC68	DC69	DC70	DC71	DC72	DC73	DC74	DC75	DC76	DC77	DC78	DC79	DC80	DC81	DC82	DC83	DC84	DC85	;

set P:=	Tomato	Capsicum	BellPepper	Cucumber	GreenChilli	Grapes	Strawberries	Carrots	Lettuce	;

param K:=			
	Poly1	5	
	Poly2	5	
	Poly3	5	
	Poly4	5	
	Poly5	5	
	Poly6	5	
	Poly7	5	
	Poly8	5	
	Poly9	5	
	Poly10	5	
	Poly11	5	
	Poly12	5	
	Poly13	5	
	Poly14	5	
	Poly15	5	
	Poly16	5	
	Poly17	5	
	Poly18	5	
	Poly19	5	
	Poly20	5	
	Poly21	5	
	Poly22	5	
	Poly23	5	
	Poly24	5	
	Poly25	5	
	Poly26	5	
	Poly27	5	
	Poly28	5	
	Poly29	5	
	Poly30	5	
	Poly31	5	
	Poly32	5	
	Poly33	5	
	Poly34	5	
	Poly35	5	
	Poly36	5	
	Poly37	5	
	Poly38	5	
	Poly39	5	
	Poly40	5	
	Poly41	5	
	Poly42	5	
	Poly43	5	
	Poly44	5	
	Poly45	5	
	Poly46	5	
	Poly47	5	
	Poly48	5	
	Poly49	5	
	Poly50	5	
	Poly51	5	
	Poly52	5	
	Poly53	5	
	Poly54	5	
	Poly55	5	
	Poly56	5	
	Poly57	5	
	Poly58	5	
	Poly59	5	
	Poly60	5	
	Poly61	5	
	Poly62	5	
	Poly63	5	
	Poly64	5	
	Poly65	5	;


set IK:=																																																																			
	(*,1)	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	
	(*,2)	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	
	(*,3)	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	
	(*,4)	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	
	(*,5)	Poly1	Poly2	Poly3	Poly4	Poly5	Poly6	Poly7	Poly8	Poly9	Poly10	Poly11	Poly12	Poly13	Poly14	Poly15	Poly16	Poly17	Poly18	Poly19	Poly20	Poly21	Poly22	Poly23	Poly24	Poly25	Poly26	Poly27	Poly28	Poly29	Poly30	Poly31	Poly32	Poly33	Poly34	Poly35	Poly36	Poly37	Poly38	Poly39	Poly40	Poly41	Poly42	Poly43	Poly44	Poly45	Poly46	Poly47	Poly48	Poly49	Poly50	Poly51	Poly52	Poly53	Poly54	Poly55	Poly56	Poly57	Poly58	Poly59	Poly60	Poly61	Poly62	Poly63	Poly64	Poly65	;

param C_ikj:=																																																																																							
	[*,1,*]:	DC1	DC2	DC3	DC4	DC5	DC6	DC7	DC8	DC9	DC10	DC11	DC12	DC13	DC14	DC15	DC16	DC17	DC18	DC19	DC20	DC21	DC22	DC23	DC24	DC25	DC26	DC27	DC28	DC29	DC30	DC31	DC32	DC33	DC34	DC35	DC36	DC37	DC38	DC39	DC40	DC41	DC42	DC43	DC44	DC45	DC46	DC47	DC48	DC49	DC50	DC51	DC52	DC53	DC54	DC55	DC56	DC57	DC58	DC59	DC60	DC61	DC62	DC63	DC64	DC65	DC66	DC67	DC68	DC69	DC70	DC71	DC72	DC73	DC74	DC75	DC76	DC77	DC78	DC79	DC80	DC81	DC82	DC83	DC84	DC85	:=
	Poly1	5	6.4	3	5.125	6.25	8.25	7.125	10.625	11.125	13.125	11.25	14.75	15.5	12.5	16.075	13.625	12.25	6.75	10.125	10	9.25	9	9	5.8	3.875	2.75	2.875	3.125	9.125	4	15	3.5	2.875	6.875	7	6.25	7.5	6.75	6.75	7.75	7.875	7.25	5.75	8.125	12.25	3.625	2.375	3.375	3.75	7	6.4	21.875	19.125	20.8	20	17.75	17.75	16.25	16.65	13.25	9.5	14.375	10.5	12.875	9.5	8.625	12.625	14.25	14.75	13.625	13.25	15.625	14.375	16.25	16.875	17.5	17.875	18.25	18.625	19	19.375	19.625	20	20.25	20.625	
	Poly2	10.1	13.875	10.75	12.625	12.5	19.25	13.125	22.5	22.925	23.5	23.05	26.625	25.625	24.375	27.95	20.5	20.05	14.425	7.75	5.7	2	1.375	3.375	7.5	7.75	10.625	7	4.875	1.5	8.625	26.75	4.875	6.25	4.5	5.75	5.55	6.25	8.5	9.3	9.675	11.25	11.5	10.375	17.5	22.4	7.85	7.675	9.25	11.5	13.75	13.75	14.6	10.875	11.8	10.875	8.675	8.75	7.875	7.675	5.05	1.875	6.125	2.9	17	17.2	15.875	20.55	21.925	21.75	25.45	25.125	27.5	24.75	28.125	28.75	29.375	29.75	30.125	30.5	30.875	31.25	31.5	31.875	32.125	32.5	
	Poly3	5.5	6.9	3.5	5.625	6.75	8.75	7.625	11.125	11.625	13.625	11.75	15.25	16	13	16.575	14.125	12.75	7.125	10.625	10.5	9.75	9.5	9.5	6.3	4.375	3.25	3.375	3.625	9.625	4.5	15.5	4	3.375	7.375	7.5	6.75	8	7.25	7.25	8.25	8.375	7.75	6.25	8.625	12.75	4.125	2.875	3.875	4.25	7.5	6.9	22.375	19.625	21.3	20.5	18.25	18.25	16.75	17.15	13.75	10	14.875	11	13.375	10	9.125	13.125	14.75	15.25	14.125	13.75	16.125	14.875	16.75	17.375	18	18.375	18.75	19.125	19.5	19.875	20.125	20.5	20.75	21.125	
	Poly4	5.15	6.575	4.85	7.075	7.5	10.35	8.125	12.5	13	15.125	13.175	16.7	17.5	14.5	18.05	15.5	15.075	8.675	8.375	7.875	7.95	7.65	7.675	4.05	2.075	4.625	1.125	1.825	7.825	2.25	16.875	2.625	1.95	6	6.075	5.3	6.575	5.875	6.825	7.5	8.05	7.5	5.95	9.25	14.25	3.75	2.125	4.25	5.625	9	7.5	19.25	16.5	17.825	16.875	14.675	14.75	13.625	13.675	12	8.125	13.125	9.25	13.35	12.2	10.125	15.55	16.925	16.75	15.5	15.2	17.625	16.375	18.25	18.875	19.5	19.875	20.25	20.625	21	21.375	21.625	22	22.25	22.625	
	Poly5	10.1	13.875	10.75	12.625	12.5	19.25	13.125	22.5	22.925	23.5	23.05	26.625	25.625	24.375	28	20.5	20.05	14.375	7.75	5.7	2	1.375	3.375	7.5	7.75	10.625	7	4.875	1.5	8.625	26.75	4.875	6.25	4.5	5.75	5.55	6.25	8.5	9.3	9.675	11.25	11.5	10.375	17.5	22.4	7.85	7.675	9.3	11.5	13.65	13.625	14.6	10.875	11.8	10.875	8.675	8.75	7.875	7.675	5.05	1.875	6.125	2.9	17	17.2	15.875	20.55	21.925	21.75	25.45	25.125	27.5	24.75	28.125	28.75	29.375	29.75	30.125	30.5	30.875	31.25	31.5	31.875	32.125	32.5	
	Poly6	5.15	6.575	4.85	7.075	7.5	10.35	8.125	12.5	13	15.125	13.175	16.7	17.5	14.5	16.75	15.5	15.075	7.425	8.375	9	8.5	8.25	8.25	5.125	3.175	3.5	2.25	2.375	8.375	3.375	16.875	2.625	1.95	6	6.075	5.3	6.575	5.875	6.825	7.5	8.05	7.5	5.95	9.25	14.25	3.75	2.125	3.375	5.625	9	7.5	19.25	16.5	17.825	16.875	14.675	14.75	13.625	13.675	12	8.125	13.125	9.25	13.35	12.2	10.125	15.55	16.925	16.75	15.5	15.2	17.625	16.375	18.25	18.875	19.5	19.875	20.25	20.625	21	21.375	21.625	22	22.25	22.625	
	Poly7	5.15	6.575	4.85	7.075	7.5	10.35	8.125	12.5	13	15.125	13.175	16.7	17.5	14.5	17	15.5	15.075	7.675	8.375	11.125	7.875	7.575	7.575	5	3	4.125	2	1.75	7.75	3.15	16.875	2.625	1.95	6	6.075	5.3	6.575	5.875	6.825	7.5	8.05	7.5	5.95	9.25	14.25	3.75	2.125	3.625	5.625	9	7.5	19.25	16.5	17.825	16.875	14.675	14.75	13.625	13.675	12	8.125	13.125	9.25	13.35	12.2	10.125	15.55	16.925	16.75	15.5	15.2	17.625	16.375	18.25	18.875	19.5	19.875	20.25	20.625	21	21.375	21.625	22	22.25	22.625	
	Poly8	5.15	6.575	4.85	7.075	7.5	10.35	8.125	12.5	13	15.125	13.175	16.7	17.5	14.5	17.5	15.5	15.075	8	8.375	11	7.6	7.325	7.3	4.8	2.825	4.45	1.875	1.5	7.5	3	16.875	2.625	1.95	6	6.075	5.3	6.575	5.875	6.825	7.5	8.05	7.5	5.95	9.25	14.25	3.75	2.125	3.9	5.625	9	7.5	19.25	16.5	17.825	16.875	14.675	14.75	13.625	13.675	12	8.125	13.125	9.25	13.35	12.2	10.125	15.55	16.925	16.75	15.5	15.2	17.625	16.375	18.25	18.875	19.5	19.875	20.25	20.625	21	21.375	21.625	22	22.25	22.625	
	Poly9	10.1	13.875	10.75	12.625	12.5	19.25	13.125	22.5	22.925	23.5	23.05	26.625	25.625	24.375	27.75	20.5	20.05	14.25	7.75	5.7	2	1.375	3.375	7.5	7.75	10.625	7	4.875	1.5	8.625	26.75	4.875	6.25	4.5	5.75	5.55	6.25	8.5	9.3	9.675	11.25	11.5	10.375	17.5	22.4	7.85	7.675	9.05	11.5	13.6	13.75	14.6	10.875	11.8	10.875	8.675	8.75	7.875	7.675	5.05	1.875	6.125	2.9	17	17.2	15.875	20.55	21.925	21.75	25.45	25.125	27.5	24.75	28.125	28.75	29.375	29.75	30.125	30.5	30.875	31.25	31.5	31.875	32.125	32.5	
	Poly10	10.5	14.225	11.55	13.75	13.25	19.6	18.75	22.825	23.3	23.875	23.425	27	26	24.75	28.3	26	20.5	15	8.75	6.675	3	1.3	4.375	8.45	8.5	11.425	7.75	5.675	0.5	9.375	27.15	5.625	7.05	4.875	6.125	5.95	6.575	8.875	9.675	10	11.575	11.875	10.75	17.875	22.8	8.625	8.5	8.75	12.375	14.75	14.325	12.775	9.75	10.75	9.875	7.625	7.75	6.875	6.625	4	0.825	5.125	1.875	17.375	17.575	16.25	20.925	22.5	22.375	25.75	25.5	28.375	25.5	29	29.625	30.25	30.625	31	31.375	31.75	32.125	32.375	32.75	33	33.375	
